state,municipality,county,population,latitude,longitude
IN,Monroe City town,Knox County,496,38.614538,-87.353007
IN,Monroe town,Adams County,894,40.745109,-84.940859
IN,Monroeville town,Allen County,1330,40.97358,-84.867678
IN,Monrovia town,Morgan County,2208,39.587186,-86.475356
IN,Monterey town,Pulaski County,187,41.156199,-86.482069
IN,Montezuma town,Parke County,927,39.791049,-87.369423
IN,Montgomery town,Daviess County,782,38.664775,-87.049356
IN,Monticello city,White County,5543,40.745231,-86.767256
IN,Montpelier city,Blackford County,1514,40.549779,-85.287013
IN,Mooreland town,Henry County,338,39.997414,-85.251348
IN,Moores Hill town,Dearborn County,687,39.112937,-85.089058
IN,Mooresville town,Morgan County,9859,39.602494,-86.368715
IN,Morgantown town,Morgan County,1003,39.372891,-86.258605
IN,Morocco town,Newton County,1071,40.944536,-87.450279
IN,Morristown town,Shelby County,1189,39.692236,-85.729611
IN,Mount Auburn town,Wayne County,125,39.811331,-85.188457
IN,Mount Ayr town,Newton County,115,40.952289,-87.298956
IN,Mount Carmel town,Franklin County,79,39.407424,-84.875503
IN,Mount Etna town,Huntington County,112,40.741123,-85.561901
IN,Mount Summit town,Henry County,350,40.003719,-85.386164
IN,Mount Vernon city,Posey County,6355,37.936988,-87.895861
IN,Mulberry town,Clinton County,1217,40.345774,-86.667298
IN,Muncie city,Delaware County,65081,40.198826,-85.395059
IN,Munster town,Lake County,23614,41.54691,-87.504589
IN,Napoleon town,Ripley County,236,39.204336,-85.327854
IN,Nappanee city,Elkhart County,6872,41.446074,-85.996768
IN,Nashville town,Brown County,1265,39.207733,-86.236172
IN,New Albany city,Floyd County,37329,38.312179,-85.823987
IN,New Amsterdam town,Harrison County,12,38.102001,-86.276617
IN,New Carlisle town,St. Joseph County,1910,41.706572,-86.507154
IN,New Castle city,Henry County,17329,39.919835,-85.370064
IN,New Chicago town,Lake County,1961,41.558729,-87.271706
IN,New Harmony town,Posey County,686,38.128615,-87.930867
IN,New Haven city,Allen County,15974,41.067905,-85.016282
IN,New Market town,Montgomery County,571,39.95265,-86.921495
IN,New Middletown town,Harrison County,92,38.164399,-86.050656
IN,New Palestine town,Hancock County,3541,39.729395,-85.894254
IN,New Pekin town,Washington County,1323,38.502077,-86.014366
IN,New Point town,Decatur County,317,39.30958,-85.326876
IN,New Richmond town,Montgomery County,314,40.194213,-86.977903
IN,New Ross town,Montgomery County,312,39.964622,-86.714193
IN,New Whiteland town,Johnson County,5773,39.561738,-86.099436
IN,Newberry town,Greene County,160,38.923856,-87.019383
IN,Newburgh town,Warrick County,3416,37.949254,-87.405494
IN,Newport town,Vermillion County,411,39.884058,-87.407135
IN,Newtown town,Fountain County,218,40.204504,-87.148312
IN,Noblesville city,Hamilton County,73916,40.035299,-86.000163
IN,North Crows Nest town,Marion County,42,39.866079,-86.162466
IN,North Judson town,Starke County,1813,41.216095,-86.776973
IN,North Liberty town,St. Joseph County,1625,41.532421,-86.428112
IN,North Manchester town,Wabash County,5225,41.004301,-85.775621
IN,North Salem town,Hendricks County,472,39.859956,-86.643719
IN,North Vernon city,Jennings County,6566,39.014854,-85.630055
IN,North Webster town,Kosciusko County,994,41.323814,-85.698573
IN,Oakland City city,Gibson County,2260,38.337987,-87.349082
IN,Oaktown town,Knox County,584,38.871682,-87.441158
IN,Odon town,Daviess County,1383,38.842336,-86.988506
IN,Ogden Dunes town,Porter County,1173,41.628661,-87.192504
IN,Oldenburg town,Franklin County,648,39.33883,-85.204772
IN,Onward town,Cass County,77,40.694735,-86.194789
IN,Oolitic town,Lawrence County,1135,38.893551,-86.525352
IN,Orestes town,Madison County,338,40.271556,-85.72496
IN,Orland town,Steuben County,394,41.730543,-85.172226
IN,Orleans town,Orange County,2069,38.661088,-86.4517
IN,Osceola town,St. Joseph County,2593,41.665656,-86.078691
IN,Osgood town,Ripley County,1594,39.128625,-85.292646
IN,Ossian town,Wells County,3382,40.87687,-85.168733
IN,Otterbein town,Benton County,1130,40.488159,-87.0878
IN,Owensville town,Gibson County,1336,38.2719,-87.691775
IN,Oxford town,Benton County,1165,40.521461,-87.248178
IN,Palmyra town,Harrison County,902,38.408396,-86.109105
IN,Paoli town,Orange County,3600,38.556675,-86.470437
IN,Paragon town,Morgan County,565,39.395002,-86.56277
IN,Parker City town,Randolph County,1263,40.189786,-85.203741
IN,Patoka town,Gibson County,707,38.396342,-87.594196
IN,Patriot town,Switzerland County,205,38.835164,-84.830252
IN,Pendleton town,Madison County,5604,40.005799,-85.77142
IN,Pennville town,Jay County,615,40.491917,-85.14694
IN,Perrysville town,Vermillion County,457,40.05321,-87.435928
IN,Peru city,Miami County,10953,40.758651,-86.070561
IN,Petersburg city,Pike County,2260,38.492236,-87.280977
IN,Pierceton town,Kosciusko County,925,41.199266,-85.703116
IN,Pine Village town,Warren County,211,40.449499,-87.253451
IN,Pittsboro town,Hendricks County,4235,39.869804,-86.46388
IN,Plainfield town,Hendricks County,37047,39.693193,-86.371985
IN,Plainville town,Daviess County,491,38.804832,-87.151481
IN,Plymouth city,Marshall County,10989,41.34877,-86.319336
IN,Poneto town,Wells County,175,40.657117,-85.222171
IN,Portage city,Porter County,38513,41.591612,-87.178939
IN,Porter town,Porter County,5204,41.627544,-87.082744
IN,Portland city,Jay County,6187,40.437662,-84.983485
IN,Poseyville town,Posey County,967,38.169752,-87.783319
IN,Pottawattamie Park town,LaPorte County,235,41.72329,-86.867138
IN,Prince's Lakes town,Johnson County,1371,39.351101,-86.108422
IN,Princeton city,Gibson County,8401,38.354473,-87.579508
IN,Redkey town,Jay County,1073,40.348304,-85.153934
IN,Remington town,Jasper County,1360,40.769405,-87.129724
IN,Rensselaer city,Jasper County,5684,40.939598,-87.168659
IN,Reynolds town,White County,536,40.749196,-86.87428
IN,Richland town,Spencer County,412,37.946582,-87.169672
IN,Richmond city,Wayne County,35425,39.832086,-84.890917
IN,Ridgeville town,Randolph County,684,40.291554,-85.028613
IN,Riley town,Vigo County,237,39.389765,-87.300212
IN,Rising Sun city,Ohio County,2228,38.953742,-84.853294
IN,River Forest town,Madison County,25,40.110567,-85.729214
IN,Roachdale town,Putnam County,861,39.849168,-86.80047
IN,Roann town,Wabash County,435,40.911033,-85.924577
IN,Roanoke town,Huntington County,1784,40.964461,-85.380757
IN,Rochester city,Fulton County,6211,41.060392,-86.198313
IN,Rockport city,Spencer County,1977,37.889918,-87.054244
IN,Rockville town,Parke County,2592,39.766458,-87.229465
IN,Rocky Ripple town,Marion County,643,39.848403,-86.173128
IN,Rome City town,Noble County,1304,41.489413,-85.358787
IN,Rosedale town,Parke County,651,39.622461,-87.281589
IN,Roseland town,St. Joseph County,851,41.717636,-86.250601
IN,Rossville town,Clinton County,1500,40.419617,-86.595787
IN,Royal Center town,Cass County,797,40.864319,-86.500049
IN,Rushville city,Rush County,6191,39.618563,-85.445837
IN,Russellville town,Putnam County,312,39.856954,-86.983231
IN,Russiaville town,Howard County,1310,40.418891,-86.2728
IN,Salamonia town,Jay County,148,40.385961,-84.864935
IN,Salem city,Washington County,6437,38.604584,-86.097459
IN,Saltillo town,Washington County,98,38.665225,-86.297484
IN,Sandborn town,Knox County,362,38.896767,-87.184632
IN,Santa Claus town,Spencer County,2609,38.116065,-86.927244
IN,Saratoga town,Randolph County,227,40.236818,-84.915838
IN,Schererville town,Lake County,29657,41.485177,-87.443395
IN,Schneider town,Lake County,261,41.192033,-87.4457
IN,Scottsburg city,Scott County,7373,38.684468,-85.782217
IN,Seelyville town,Vigo County,1009,39.493352,-87.266916
IN,Sellersburg town,Clark County,10058,38.399505,-85.774266
IN,Selma town,Delaware County,740,40.18662,-85.273838
IN,Seymour city,Jackson County,21666,38.947516,-85.891285
IN,Shadeland town,Tippecanoe County,1811,40.344818,-86.963689
IN,Shamrock Lakes town,Blackford County,218,40.411439,-85.427434
IN,Sharpsville town,Tipton County,543,40.379683,-86.086897
IN,Shelburn town,Sullivan County,1117,39.179144,-87.397142
IN,Shelbyville city,Shelby County,20609,39.545277,-85.779499
IN,Sheridan town,Hamilton County,3361,40.130899,-86.218541
IN,Shipshewana town,LaGrange County,855,41.674282,-85.576477
IN,Shirley town,Hancock County,822,39.890906,-85.579939
IN,Shoals town,Martin County,680,38.665465,-86.793733
IN,Sidney town,Kosciusko County,128,41.105045,-85.742936
IN,Silver Lake town,Kosciusko County,868,41.074317,-85.89287
IN,Somerville town,Gibson County,249,38.279673,-87.375748
IN,South Bend city,St. Joseph County,103395,41.676643,-86.268809
IN,South Whitley town,Whitley County,1818,41.084048,-85.624534
IN,Southport city,Marion County,2068,39.65998,-86.117116
IN,Speedway town,Marion County,14157,39.793698,-86.247542
IN,Spencer town,Owen County,2464,39.286215,-86.772462
IN,Spiceland town,Henry County,956,39.843142,-85.426053
IN,Spring Grove town,Wayne County,331,39.847216,-84.891222
IN,Spring Hill town,Marion County,92,39.834603,-86.192551
IN,Spring Lake town,Hancock County,211,39.777236,-85.855852
IN,Springport town,Henry County,138,40.047194,-85.392555
IN,Spurgeon town,Pike County,166,38.255502,-87.259526
IN,St. Joe town,DeKalb County,423,41.314664,-84.901115
IN,St. John town,Lake County,23644,41.441816,-87.467779
IN,St. Leon town,Dearborn County,665,39.29947,-84.966512
IN,St. Paul town,Decatur County,960,39.428152,-85.628713
IN,State Line City town,Warren County,123,40.197348,-87.527069
IN,Staunton town,Clay County,470,39.48645,-87.188882
IN,Stilesville town,Hendricks County,274,39.636635,-86.633012
IN,Stinesville town,Monroe County,202,39.299944,-86.649867
IN,Straughn town,Henry County,260,39.808384,-85.290842
IN,Sullivan city,Sullivan County,4223,39.097292,-87.407329
IN,Sulphur Springs town,Henry County,335,39.996632,-85.439942
IN,Summitville town,Madison County,991,40.335979,-85.643496
IN,Sunman town,Ripley County,931,39.237281,-85.093112
IN,Swayzee town,Grant County,902,40.506642,-85.824307
IN,Sweetser town,Grant County,1064,40.568813,-85.765358
IN,Switz City town,Greene County,266,39.034854,-87.05399
IN,Syracuse town,Kosciusko County,3217,41.421908,-85.749766
IN,Tell City city,Perry County,7485,37.953015,-86.759257
IN,Tennyson town,Warrick County,224,38.081704,-87.118799
IN,Terre Haute city,Vigo County,58502,39.464152,-87.376036
IN,Thorntown town,Boone County,1416,40.129201,-86.610007
IN,Tipton city,Tipton County,5245,40.282484,-86.043208
IN,Topeka town,LaGrange County,1223,41.539434,-85.547455
IN,Town of Pines town,Porter County,594,41.688194,-86.951764
IN,Trafalgar town,Johnson County,1563,39.412422,-86.149917
IN,Trail Creek town,LaPorte County,2027,41.696256,-86.855517
IN,Troy town,Perry County,361,38.001969,-86.798992
IN,Ulen town,Boone County,113,40.066119,-86.465224
IN,Union City city,Randolph County,3423,40.199321,-84.820643
IN,Uniondale town,Wells County,276,40.830072,-85.238851
IN,Universal town,Vermillion County,281,39.622521,-87.455307
IN,Upland town,Grant County,3808,40.462848,-85.500987
IN,Utica town,Clark County,1236,38.339357,-85.65576
IN,Valparaiso city,Porter County,34627,41.479812,-87.052273
IN,Van Buren town,Grant County,783,40.615756,-85.503921
IN,Veedersburg town,Fountain County,2085,40.115307,-87.257231
IN,Vera Cruz town,Wells County,75,40.701418,-85.079747
IN,Vernon town,Jennings County,236,38.985368,-85.610034
IN,Versailles town,Ripley County,2188,39.06346,-85.256611
IN,Vevay town,Switzerland County,1777,38.740556,-85.082151
IN,Vincennes city,Knox County,16588,38.676621,-87.509956
IN,Wabash city,Wabash County,10269,40.802752,-85.829174
IN,Wakarusa town,Elkhart County,1999,41.531156,-86.013334
IN,Walkerton town,St. Joseph County,2091,41.465658,-86.48249
IN,Wallace town,Fountain County,79,39.987109,-87.147115
IN,Walton town,Cass County,985,40.662293,-86.244122
IN,Wanatah town,LaPorte County,988,41.430561,-86.892347
IN,Warren Park town,Marion County,1472,39.783228,-86.051685
IN,Warren town,Huntington County,1191,40.687688,-85.42465
IN,Warsaw city,Kosciusko County,16097,41.246053,-85.848476
IN,Washington city,Daviess County,12513,38.658226,-87.160361
IN,Waterloo town,DeKalb County,2157,41.437398,-85.051661
IN,Waveland town,Montgomery County,434,39.877624,-87.045453
IN,Waynetown town,Montgomery County,973,40.087992,-87.065512
IN,West Baden Springs town,Orange County,560,38.568162,-86.612285
IN,West College Corner town,Union County,534,39.569415,-84.818973
IN,West Harrison town,Dearborn County,334,39.257846,-84.822336
IN,West Lafayette city,Tippecanoe County,44829,40.443707,-86.923616
IN,West Lebanon town,Warren County,692,40.272365,-87.386167
IN,West Terre Haute town,Vigo County,2151,39.463763,-87.4506
IN,Westfield city,Hamilton County,57746,40.03601,-86.15221
IN,Westport town,Decatur County,1385,39.176306,-85.575029
IN,Westville town,LaPorte County,5268,41.537547,-86.904942
IN,Wheatfield town,Jasper County,938,41.1911,-87.053094
IN,Wheatland town,Knox County,389,38.663223,-87.306253
IN,Whiteland town,Johnson County,5415,39.555138,-86.074352
IN,Whitestown town,Boone County,13049,39.971672,-86.371739
IN,Whitewater town,Wayne County,68,39.944804,-84.831098
IN,Whiting city,Lake County,4506,41.672962,-87.48404
IN,Wilkinson town,Hancock County,409,39.885506,-85.608122
IN,Williams Creek town,Marion County,425,39.900153,-86.150243
IN,Williamsport town,Warren County,1965,40.288398,-87.292274
IN,Winamac town,Pulaski County,2287,41.053501,-86.603678
IN,Winchester city,Randolph County,4778,40.172099,-84.977051
IN,Windfall City town,Tipton County,684,40.361821,-85.958321
IN,Winfield town,Lake County,8045,41.412112,-87.262352
IN,Wingate town,Montgomery County,245,40.172223,-87.072421
IN,Winona Lake town,Kosciusko County,5099,41.217143,-85.813135
IN,Winslow town,Pike County,757,38.382675,-87.212153
IN,Wolcott town,White County,954,40.759034,-87.042098
IN,Wolcottville town,Noble County,1028,41.525484,-85.366525
IN,Woodburn city,Allen County,1591,41.128673,-84.850221
IN,Woodlawn Heights town,Madison County,88,40.118512,-85.696857
IN,Worthington town,Greene County,1406,39.118379,-86.979796
IN,Wynnedale town,Marion County,213,39.832484,-86.200237
IN,Yeoman town,Carroll County,119,40.667691,-86.723792
IN,Yorktown town,Delaware County,11740,40.181891,-85.508155
IN,Zanesville town,Wells County,588,40.915406,-85.279884
IN,Zionsville town,Boone County,32534,39.99153,-86.32175
KS,Abbyville city,Reno County,81,37.970576,-98.202961
KS,Abilene city,Dickinson County,6443,38.924503,-97.228004
KS,Admire city,Lyon County,132,38.640995,-96.102009
KS,Agenda city,Republic County,44,39.706567,-97.432239
KS,Agra city,Phillips County,198,39.761262,-99.119427
KS,Albert city,Barton County,126,38.453959,-99.011129
KS,Alden city,Rice County,120,38.243839,-98.31173
KS,Alexander city,Rush County,48,38.469417,-99.552998
KS,Allen city,Lyon County,162,38.655123,-96.169636
KS,Alma city,Wabaunsee County,822,39.015681,-96.287096
KS,Almena city,Norton County,353,39.891274,-99.709613
KS,Alta Vista city,Wabaunsee County,412,38.862942,-96.488838
KS,Altamont city,Labette County,1047,37.185366,-95.291832
KS,Alton city,Osborne County,97,39.467804,-98.948639
KS,Altoona city,Wilson County,343,37.524517,-95.661498
KS,Americus city,Lyon County,772,38.506385,-96.261282
KS,Andale city,Sedgwick County,928,37.791285,-97.627417
KS,Andover city,Butler County,15814,37.687166,-97.130753
KS,Anthony city,Harper County,2069,37.158533,-98.042776
KS,Arcadia city,Crawford County,257,37.641172,-94.624019
KS,Argonia city,Sumner County,451,37.267876,-97.762939
KS,Arkansas City city,Cowley County,11765,37.072499,-97.038436
KS,Arlington city,Reno County,431,37.89629,-98.178064
KS,Arma city,Crawford County,1384,37.542775,-94.701807
KS,Ashland city,Clark County,724,37.186661,-99.769671
KS,Assaria city,Saline County,423,38.680203,-97.604142
KS,Atchison city,Atchison County,10670,39.562552,-95.136611
KS,Athol city,Smith County,41,39.766191,-98.919748
KS,Atlanta city,Cowley County,165,37.435738,-96.766978
KS,Attica city,Harper County,508,37.242605,-98.227624
KS,Atwood city,Rawlins County,1242,39.8099,-101.041893
KS,Auburn city,Shawnee County,1261,38.907756,-95.815555
KS,Augusta city,Butler County,9245,37.698016,-96.97316
KS,Aurora city,Cloud County,54,39.451924,-97.529846
KS,Axtell city,Marshall County,399,39.871258,-96.256896
KS,Baldwin City city,Douglas County,4929,38.777506,-95.18748
KS,Barnard city,Lincoln County,59,39.189171,-98.044252
KS,Barnes city,Washington County,163,39.711551,-96.873404
KS,Bartlett city,Labette County,70,37.05486,-95.211569
KS,Basehor city,Leavenworth County,7719,39.135325,-94.929047
KS,Bassett city,Allen County,22,37.907206,-95.405651
KS,Baxter Springs city,Cherokee County,3830,37.019951,-94.734961
KS,Bazine city,Ness County,269,38.446126,-99.693006
KS,Beattie city,Marshall County,196,39.862371,-96.41779
KS,Bel Aire city,Sedgwick County,9537,37.775943,-97.246571
KS,Belle Plaine city,Sumner County,1452,37.393428,-97.279548
KS,Belleville city,Republic County,1987,39.824337,-97.633855
KS,Beloit city,Mitchell County,3358,39.464698,-98.10834
KS,Belpre city,Edwards County,95,37.950669,-99.099822
KS,Belvue city,Pottawatomie County,204,39.216297,-96.179001
KS,Benedict city,Wilson County,70,37.626883,-95.743483
KS,Bennington city,Ottawa County,641,39.033146,-97.593228
KS,Bentley city,Sedgwick County,572,37.886762,-97.514712
KS,Benton city,Butler County,945,37.788136,-97.107753
KS,Bern city,Nemaha County,160,39.961415,-95.971065
KS,Beverly city,Lincoln County,134,39.013831,-97.975454
KS,Bird City city,Cheyenne County,446,39.749514,-101.532765
KS,Bison city,Rush County,171,38.519915,-99.19789
KS,Blue Mound city,Linn County,222,38.089357,-95.009926
KS,Blue Rapids city,Marshall County,924,39.678439,-96.658901
KS,Bluff City city,Harper County,47,37.076116,-97.874701
KS,Bogue city,Graham County,151,39.359522,-99.68739
KS,Bonner Springs city,Wyandotte County,7621,39.075368,-94.871739
KS,Brewster city,Thomas County,287,39.363054,-101.37713
KS,Bronson city,Bourbon County,307,37.895806,-95.073113
KS,Brookville city,Saline County,236,38.773557,-97.864544
KS,Brownell city,Ness County,23,38.640619,-99.744275
KS,Bucklin city,Ford County,706,37.548647,-99.634419
KS,Buffalo city,Wilson County,212,37.709108,-95.69693
KS,Buhler city,Reno County,1315,38.138426,-97.770569
KS,Bunker Hill city,Russell County,110,38.875298,-98.698938
KS,Burden city,Cowley County,508,37.315609,-96.755372
KS,Burdett city,Pawnee County,220,38.193523,-99.526452
KS,Burlingame city,Osage County,955,38.751864,-95.835775
KS,Burlington city,Coffey County,2593,38.193289,-95.745428
KS,Burns city,Marion County,232,38.089738,-96.887668
KS,Burr Oak city,Jewell County,136,39.870347,-98.305708
KS,Burrton city,Harvey County,843,38.023719,-97.671452
KS,Bushong city,Lyon County,28,38.6428,-96.256735
KS,Bushton city,Rice County,195,38.512275,-98.396003
KS,Byers city,Pratt County,37,37.787896,-98.867055
KS,Caldwell city,Sumner County,1008,37.034877,-97.608827
KS,Cambridge city,Cowley County,91,37.317776,-96.667166
KS,Caney city,Montgomery County,1732,37.013573,-95.931931
KS,Canton city,McPherson County,665,38.385862,-97.43005
KS,Carbondale city,Osage County,1318,38.821793,-95.693154
KS,Carlton city,Dickinson County,36,38.686663,-97.293159
KS,Cassoday city,Butler County,111,38.038665,-96.638665
KS,Cawker City city,Mitchell County,453,39.509511,-98.433107
KS,Cedar Point city,Chase County,21,38.260047,-96.823743
KS,Cedar Vale city,Chautauqua County,469,37.105135,-96.502623
KS,Cedar city,Smith County,12,39.65712,-98.940178
KS,Centralia city,Nemaha County,492,39.724413,-96.130955
KS,Chanute city,Neosho County,8468,37.669661,-95.464162
KS,Chapman city,Dickinson County,1372,38.974372,-97.023258
KS,Chase city,Rice County,389,38.35532,-98.348666
KS,Chautauqua city,Chautauqua County,107,37.023897,-96.177144
KS,Cheney city,Sedgwick County,2160,37.635291,-97.779716
KS,Cherokee city,Crawford County,589,37.345041,-94.821338
KS,Cherryvale city,Montgomery County,2128,37.269148,-95.553354
KS,Chetopa city,Labette County,911,37.037437,-95.092249
KS,Cimarron city,Gray County,1994,37.80971,-100.345327
KS,Circleville city,Jackson County,153,39.509437,-95.855674
KS,Claflin city,Barton County,543,38.524577,-98.536855
KS,Clay Center city,Clay County,4094,39.381182,-97.127372
KS,Clayton city,Norton County,46,39.736866,-100.176484
KS,Clearwater city,Sedgwick County,2642,37.509992,-97.497507
KS,Clifton city,Washington County,451,39.568095,-97.280552
KS,Climax city,Greenwood County,43,37.719168,-96.224032
KS,Clyde city,Cloud County,681,39.59183,-97.400212
KS,Coats city,Pratt County,68,37.51078,-98.825338
KS,Coffeyville city,Montgomery County,8570,37.032717,-95.65158
KS,Colby city,Thomas County,5589,39.384668,-101.045129
KS,Coldwater city,Comanche County,673,37.267543,-99.3234
KS,Collyer city,Trego County,93,39.037322,-100.11826
KS,Colony city,Anderson County,377,38.072839,-95.362225
KS,Columbus city,Cherokee County,2870,37.171614,-94.844076
KS,Colwich city,Sedgwick County,1453,37.78181,-97.536277
KS,Concordia city,Cloud County,5004,39.566865,-97.646767
KS,Conway Springs city,Sumner County,1117,37.389861,-97.642942
KS,Coolidge city,Hamilton County,79,38.041425,-102.007819
KS,Copeland city,Gray County,251,37.54024,-100.628607
KS,Corning city,Nemaha County,211,39.657089,-96.028789
KS,Cottonwood Falls city,Chase County,854,38.368211,-96.542755
KS,Council Grove city,Morris County,2125,38.663149,-96.491782
KS,Courtland city,Republic County,291,39.783242,-97.896159
KS,Coyville city,Wilson County,59,37.68724,-95.895938
KS,Cuba city,Republic County,138,39.802346,-97.457422
KS,Cullison city,Pratt County,83,37.630321,-98.905266
KS,Culver city,Ottawa County,113,38.970159,-97.759078
KS,Cunningham city,Kingman County,412,37.644623,-98.43113
KS,Damar city,Rooks County,109,39.319152,-99.584459
KS,Danville city,Harper County,29,37.285952,-97.892071
KS,De Soto city,Johnson County,6539,38.972306,-94.951141
KS,Dearing city,Montgomery County,373,37.053363,-95.695365
KS,Deerfield city,Kearny County,683,37.981869,-101.133182
KS,Delia city,Jackson County,152,39.239365,-95.964992
KS,Delphos city,Ottawa County,301,39.274577,-97.764852
KS,Denison city,Jackson County,144,39.393795,-95.628451
KS,Denton city,Doniphan County,129,39.731933,-95.269536
KS,Derby city,Sedgwick County,26233,37.559559,-97.255786
KS,Dexter city,Cowley County,231,37.179567,-96.716039
KS,Dighton city,Lane County,938,38.48101,-100.466367
KS,Dodge City city,Ford County,27514,37.760677,-100.018438
KS,Dorrance city,Russell County,143,38.846891,-98.590044
KS,Douglass city,Butler County,1542,37.516905,-97.010456
KS,Downs city,Osborne County,790,39.50457,-98.547305
KS,Dresden city,Decatur County,43,39.622762,-100.41905
KS,Dunlap city,Morris County,28,38.576286,-96.367568
KS,Durham city,Marion County,92,38.484456,-97.226885
KS,Dwight city,Morris County,213,38.845213,-96.592181
KS,Earlton city,Neosho County,59,37.587421,-95.469787
KS,Eastborough city,Sedgwick County,743,37.684623,-97.258588
KS,Easton city,Leavenworth County,211,39.34554,-95.117128
KS,Edgerton city,Johnson County,1718,38.790773,-94.943611
KS,Edmond city,Norton County,27,39.627144,-99.819865
KS,Edna city,Labette County,382,37.058485,-95.359175
KS,Edwardsville city,Wyandotte County,4641,39.078168,-94.818818
KS,Effingham city,Atchison County,484,39.522909,-95.396919
KS,El Dorado city,Butler County,12919,37.821624,-96.862203
KS,Elbing city,Butler County,224,38.05341,-97.128336
KS,Elgin city,Chautauqua County,56,37.001645,-96.280647
KS,Elk City city,Montgomery County,254,37.289083,-95.910317
KS,Elk Falls city,Elk County,111,37.372961,-96.192904
KS,Elkhart city,Morton County,1800,37.003754,-101.894418
KS,Ellinwood city,Barton County,1960,38.357349,-98.583847
KS,Ellis city,Ellis County,1921,38.934654,-99.556791
KS,Ellsworth city,Ellsworth County,3133,38.732638,-98.228568
KS,Elmdale city,Chase County,40,38.372965,-96.645988
KS,Elsmore city,Allen County,52,37.794175,-95.149913
KS,Elwood city,Doniphan County,1122,39.751505,-94.893411
KS,Emmett city,Pottawatomie County,170,39.307314,-96.057609
KS,Emporia city,Lyon County,24105,38.402869,-96.192906
KS,Englewood city,Clark County,51,37.040449,-99.987616
KS,Ensign city,Gray County,168,37.653118,-100.232823
KS,Enterprise city,Dickinson County,710,38.903403,-97.116367
KS,Erie city,Neosho County,1019,37.571658,-95.241786
KS,Esbon city,Jewell County,66,39.821841,-98.433716
KS,Eskridge city,Wabaunsee County,437,38.859508,-96.105262
KS,Eudora city,Douglas County,6466,38.934664,-95.094123
KS,Eureka city,Greenwood County,2264,37.826047,-96.289001
KS,Everest city,Brown County,254,39.676974,-95.424757
KS,Fairview city,Brown County,236,39.839579,-95.728101
KS,Fairway city,Johnson County,4158,39.024525,-94.628718
KS,Fall River city,Greenwood County,127,37.607772,-96.028555
KS,Florence city,Marion County,384,38.243075,-96.929155
KS,Fontana city,Miami County,226,38.421515,-94.844657
KS,Ford city,Ford County,204,37.636652,-99.753778
KS,Formoso city,Jewell County,90,39.77848,-97.992873
KS,Fort Scott city,Bourbon County,7565,37.828,-94.704141
KS,Fowler city,Meade County,514,37.383265,-100.195793
KS,Frankfort city,Marshall County,717,39.704121,-96.417807
KS,Frederick city,Rice County,10,38.512859,-98.267582
KS,Fredonia city,Wilson County,2073,37.533095,-95.822348
KS,Frontenac city,Crawford County,3372,37.458763,-94.700771
KS,Fulton city,Bourbon County,167,38.009842,-94.719734
KS,Galatia city,Barton County,43,38.641082,-98.957757
KS,Galena city,Cherokee County,2752,37.075194,-94.635517
KS,Galesburg city,Neosho County,141,37.472162,-95.356398
KS,Galva city,McPherson County,829,38.383604,-97.53808
KS,Garden City city,Finney County,27371,37.975022,-100.85087
KS,Garden Plain city,Sedgwick County,952,37.66225,-97.677288
KS,Gardner city,Johnson County,25378,38.811467,-94.929226
KS,Garfield city,Pawnee County,145,38.077054,-99.244542
KS,Garnett city,Anderson County,3197,38.285873,-95.241231
KS,Gas city,Allen County,466,37.92257,-95.344956
KS,Gaylord city,Smith County,86,39.646268,-98.847311
KS,Gem city,Thomas County,95,39.426,-100.897249
KS,Geneseo city,Rice County,228,38.51702,-98.154473
KS,Geuda Springs city,Sumner County,156,37.111447,-97.150447
KS,Girard city,Crawford County,2465,37.508855,-94.84552
KS,Glade city,Phillips County,52,39.683745,-99.311557
KS,Glasco city,Cloud County,438,39.361,-97.836963
KS,Glen Elder city,Mitchell County,362,39.500166,-98.30649
KS,Goddard city,Sedgwick County,5708,37.67177,-97.559748
KS,Goessel city,Marion County,553,38.247072,-97.345742
KS,Goff city,Nemaha County,105,39.664116,-95.931762
KS,Goodland city,Sherman County,4403,39.348512,-101.713819
KS,Gorham city,Russell County,383,38.880676,-99.023701
KS,Gove City city,Gove County,80,38.959462,-100.487071
KS,Grainfield city,Gove County,319,39.114283,-100.468369
KS,Grandview Plaza city,Geary County,1630,39.032811,-96.792765
KS,Great Bend city,Barton County,14372,38.359792,-98.799514
KS,Greeley County unified government (balance),Greeley County,376,38.480413,-101.806024
KS,Greeley city,Anderson County,274,38.367374,-95.126349
KS,Green city,Clay County,95,39.430124,-96.999896
KS,Greenleaf city,Washington County,347,39.726706,-96.979827
KS,Greensburg city,Kiowa County,704,37.604875,-99.289569
KS,Grenola city,Elk County,148,37.350289,-96.449671
KS,Gridley city,Coffey County,311,38.10105,-95.881541
KS,Grinnell city,Gove County,256,39.126617,-100.631071
KS,Gypsum city,Saline County,392,38.705775,-97.426623
KS,Haddam city,Washington County,108,39.855282,-97.304262
KS,Halstead city,Harvey County,2138,38.001757,-97.508522
KS,Hamilton city,Greenwood County,181,37.980583,-96.163836
KS,Hamlin city,Brown County,24,39.915513,-95.62754
KS,Hanover city,Washington County,688,39.89317,-96.875067
KS,Hanston city,Hodgeman County,250,38.123008,-99.712712
KS,Hardtner city,Barber County,161,37.014417,-98.649178
KS,Harper city,Harper County,1304,37.285072,-98.027592
