state,municipality,county,population,latitude,longitude
AK,Adak city,Aleutians West Census Area,154,51.909889,-176.598067
AK,Akhiok city,Kodiak Island Borough,64,56.948329,-154.215306
AK,Akiak city,Bethel Census Area,448,60.912838,-161.216225
AK,Akutan city,Aleutians East Borough,1586,54.139979,-165.763026
AK,Alakanuk city,Kusilvak Census Area,723,62.710997,-164.649719
AK,Aleknagik city,Dillingham Census Area,199,59.288961,-158.664343
AK,Allakaket city,Yukon-Koyukuk Census Area,171,66.542002,-152.583016
AK,Ambler city,Northwest Arctic Borough,254,67.090944,-157.887097
AK,Anaktuvuk Pass city,North Slope Borough,403,68.149752,-151.697066
AK,Anchorage municipality,Anchorage Municipality,286075,61.17425,-149.284329
AK,Anderson city,Denali Borough,173,64.308281,-149.163187
AK,Angoon city,Hoonah-Angoon Census Area,335,57.441257,-134.478357
AK,Aniak city,Bethel Census Area,494,61.578825,-159.547427
AK,Anvik city,Yukon-Koyukuk Census Area,71,62.631627,-160.215106
AK,Atka city,Aleutians West Census Area,54,52.211546,-174.213452
AK,Atqasuk city,North Slope Borough,255,70.480786,-157.325459
AK,Bethel city,Bethel Census Area,6292,60.793868,-161.796066
AK,Bettles city,Yukon-Koyukuk Census Area,24,66.906901,-151.537994
AK,Brevig Mission city,Nome Census Area,415,65.343196,-166.508946
AK,Buckland city,Northwest Arctic Borough,511,65.976489,-161.139436
AK,Chefornak city,Bethel Census Area,490,60.151941,-164.252067
AK,Chevak city,Kusilvak Census Area,908,61.52956,-165.594126
AK,Chignik city,Lake and Peninsula Borough,86,56.29518,-158.391784
AK,Chuathbaluk city,Bethel Census Area,99,61.573909,-159.247015
AK,Clark's Point city,Dillingham Census Area,63,58.832992,-158.527347
AK,Coffman Cove city,Prince of Wales-Hyder Census Area,125,56.001661,-132.841966
AK,Cold Bay city,Aleutians East Borough,52,55.215515,-162.775546
AK,Cordova city,Chugach Census Area,2473,60.530138,-145.642065
AK,Craig city,Prince of Wales-Hyder Census Area,1041,55.488746,-133.111568
AK,Deering city,Northwest Arctic Borough,170,66.069488,-162.764572
AK,Delta Junction city,Southeast Fairbanks Census Area,955,64.057347,-145.699997
AK,Dillingham city,Dillingham Census Area,2126,59.060467,-158.532251
AK,Diomede city,Nome Census Area,80,65.753924,-168.922577
AK,Eagle city,Southeast Fairbanks Census Area,85,64.781256,-141.197829
AK,Edna Bay city,Prince of Wales-Hyder Census Area,25,55.967618,-133.692253
AK,Eek city,Bethel Census Area,389,60.216265,-162.041999
AK,Egegik city,Lake and Peninsula Borough,34,58.205148,-157.521978
AK,Ekwok city,Dillingham Census Area,103,59.345782,-157.487023
AK,Elim city,Nome Census Area,360,64.618226,-162.27656
AK,Emmonak city,Kusilvak Census Area,787,62.77559,-164.50929
AK,Fairbanks city,Fairbanks North Star Borough,31856,64.836531,-147.651745
AK,False Pass city,Aleutians East Borough,401,54.872441,-163.334268
AK,Fort Yukon city,Yukon-Koyukuk Census Area,411,66.588406,-145.227642
AK,Galena city,Yukon-Koyukuk Census Area,457,64.741422,-156.873394
AK,Gambell city,Nome Census Area,620,63.775872,-171.714835
AK,Golovin city,Nome Census Area,166,64.563902,-162.998943
AK,Goodnews Bay city,Bethel Census Area,252,59.127165,-161.575325
AK,Grayling city,Yukon-Koyukuk Census Area,200,62.896051,-160.112989
AK,Gustavus city,Hoonah-Angoon Census Area,612,58.434657,-135.728152
AK,Holy Cross city,Yukon-Koyukuk Census Area,170,62.185115,-159.858776
AK,Homer city,Kenai Peninsula Borough,6040,59.647503,-151.513095
AK,Hoonah city,Hoonah-Angoon Census Area,948,58.12201,-135.431474
AK,Hooper Bay city,Kusilvak Census Area,1308,61.509167,-166.111471
AK,Houston city,Matanuska-Susitna Borough,2146,61.615303,-149.80061
AK,Hughes city,Yukon-Koyukuk Census Area,82,66.045217,-154.237627
AK,Huslia city,Yukon-Koyukuk Census Area,293,65.705524,-156.310953
AK,Hydaburg city,Prince of Wales-Hyder Census Area,375,55.205842,-132.820438
AK,Juneau city and borough,Juneau City and Borough,31555,58.37291,-134.178445
AK,Kachemak city,Kenai Peninsula Borough,591,59.674535,-151.436347
AK,Kake city,Prince of Wales-Hyder Census Area,537,56.97532,-133.903663
AK,Kaktovik city,North Slope Borough,272,70.121452,-143.629435
AK,Kaltag city,Yukon-Koyukuk Census Area,157,64.314143,-158.778761
AK,Kasaan city,Prince of Wales-Hyder Census Area,30,55.561145,-132.406834
AK,Kenai city,Kenai Peninsula Borough,7746,60.56224,-151.20806
AK,Ketchikan city,Ketchikan Gateway Borough,8079,55.357145,-131.674552
AK,Kiana city,Northwest Arctic Borough,422,66.972586,-160.434364
AK,King Cove city,Aleutians East Borough,771,55.084993,-162.316806
AK,Kivalina city,Northwest Arctic Borough,416,67.726893,-164.535573
AK,Klawock city,Prince of Wales-Hyder Census Area,710,55.556425,-133.08613
AK,Kobuk city,Northwest Arctic Borough,174,66.923402,-156.904071
AK,Kodiak city,Kodiak Island Borough,5354,57.791192,-152.419712
AK,Kotlik city,Kusilvak Census Area,628,63.02919,-163.536654
AK,Kotzebue city,Northwest Arctic Borough,2979,66.877089,-162.503478
AK,Koyuk city,Nome Census Area,297,64.941084,-161.145458
AK,Koyukuk city,Yukon-Koyukuk Census Area,94,64.902073,-157.693531
AK,Kupreanof city,Petersburg Borough,19,56.821295,-132.972152
AK,Kwethluk city,Bethel Census Area,782,60.79333,-161.430966
AK,Larsen Bay city,Kodiak Island Borough,33,57.529893,-154.001155
AK,Lower Kalskag city,Bethel Census Area,269,61.513975,-160.358929
AK,Manokotak city,Dillingham Census Area,464,58.727293,-158.906445
AK,Marshall city,Kusilvak Census Area,471,61.871555,-162.06087
AK,McGrath city,Yukon-Koyukuk Census Area,287,62.938875,-155.568422
AK,Mekoryuk city,Bethel Census Area,200,60.370272,-166.267711
AK,Mountain Village city,Kusilvak Census Area,594,62.091906,-163.695257
AK,Napakiak city,Bethel Census Area,344,60.690541,-161.985573
AK,Napaskiak city,Bethel Census Area,494,60.702782,-161.753782
AK,Nenana city,Yukon-Koyukuk Census Area,343,64.536054,-149.083629
AK,New Stuyahok city,Dillingham Census Area,491,59.484987,-157.309184
AK,Newhalen city,Lake and Peninsula Borough,150,59.737057,-154.902414
AK,Nightmute city,Bethel Census Area,293,60.462401,-164.83464
AK,Nikolai city,Yukon-Koyukuk Census Area,85,62.999115,-154.374944
AK,Nome city,Nome Census Area,3639,64.505741,-165.415287
AK,Nondalton city,Lake and Peninsula Borough,118,59.975246,-154.866046
AK,Noorvik city,Northwest Arctic Borough,645,66.82821,-161.034669
AK,North Pole city,Fairbanks North Star Borough,2427,64.752728,-147.362655
AK,Nuiqsut city,North Slope Borough,490,70.213483,-150.989674
AK,Nulato city,Yukon-Koyukuk Census Area,226,64.691283,-158.27535
AK,Nunam Iqua city,Kusilvak Census Area,209,62.506887,-164.900554
AK,Nunapitchuk city,Bethel Census Area,580,60.881767,-162.464564
AK,Old Harbor city,Kodiak Island Borough,207,57.218798,-153.329674
AK,Ouzinkie city,Kodiak Island Borough,102,57.92466,-152.462388
AK,Palmer city,Matanuska-Susitna Borough,6378,61.597166,-149.114682
AK,Pelican city,Hoonah-Angoon Census Area,92,57.959229,-136.215066
AK,Pilot Point city,Lake and Peninsula Borough,61,57.541137,-157.722807
AK,Pilot Station city,Kusilvak Census Area,592,61.948167,-162.872648
AK,Platinum city,Bethel Census Area,54,58.952583,-161.747032
AK,Point Hope city,North Slope Borough,781,68.34421,-166.681159
AK,Port Alexander city,Prince of Wales-Hyder Census Area,73,56.237593,-134.65275
AK,Port Heiden city,Lake and Peninsula Borough,91,56.965241,-158.586416
AK,Port Lions city,Kodiak Island Borough,165,57.867012,-152.856248
AK,Quinhagak city,Bethel Census Area,750,59.751279,-161.897243
AK,Ruby city,Yukon-Koyukuk Census Area,134,64.72329,-155.50054
AK,Russian Mission city,Kusilvak Census Area,404,61.778662,-161.362907
AK,Sand Point city,Aleutians East Borough,600,55.31347,-160.484344
AK,Savoonga city,Nome Census Area,804,63.679706,-170.483324
AK,Saxman city,Ketchikan Gateway Borough,382,55.323165,-131.58915
AK,Scammon Bay city,Kusilvak Census Area,578,61.841929,-165.583279
AK,Selawik city,Northwest Arctic Borough,760,66.59209,-160.002225
AK,Seldovia city,Kenai Peninsula Borough,248,59.43948,-151.710387
AK,Seward city,Kenai Peninsula Borough,2735,60.124786,-149.391581
AK,Shageluk city,Yukon-Koyukuk Census Area,96,62.661586,-159.551368
AK,Shaktoolik city,Nome Census Area,207,64.354481,-161.193514
AK,Shishmaref city,Nome Census Area,555,66.232966,-166.12533
AK,Shungnak city,Northwest Arctic Borough,254,66.880505,-157.149979
AK,Sitka city and borough,Sitka City and Borough,8282,57.193204,-135.367396
AK,Soldotna city,Kenai Peninsula Borough,4577,60.485318,-151.069014
AK,St. George city,Aleutians West Census Area,61,56.571044,-169.65994
AK,St. Mary's city,Kusilvak Census Area,577,62.062775,-163.244257
AK,St. Michael city,Nome Census Area,440,63.458499,-162.134486
AK,St. Paul city,Aleutians West Census Area,399,57.179076,-170.322824
AK,Stebbins city,Nome Census Area,612,63.473394,-162.259981
AK,Tanana city,Yukon-Koyukuk Census Area,235,65.184004,-152.055102
AK,Teller city,Nome Census Area,238,65.252359,-166.352133
AK,Tenakee Springs city,Hoonah-Angoon Census Area,111,57.790054,-135.135446
AK,Thorne Bay city,Prince of Wales-Hyder Census Area,470,55.667027,-132.535653
AK,Togiak city,Dillingham Census Area,778,59.052942,-160.396855
AK,Toksook Bay city,Bethel Census Area,638,60.528046,-165.106204
AK,Unalakleet city,Nome Census Area,741,63.894206,-160.796775
AK,Unalaska city,Aleutians West Census Area,4214,53.910255,-166.529029
AK,Upper Kalskag city,Bethel Census Area,209,61.53957,-160.3492
AK,Utqia?vik city,North Slope Borough,4694,71.253861,-156.798246
AK,Valdez city,Chugach Census Area,3805,61.083621,-146.317179
AK,Wainwright city,North Slope Borough,591,70.658232,-159.985214
AK,Wales city,Nome Census Area,162,65.613232,-168.068313
AK,Wasilla city,Matanuska-Susitna Borough,9945,61.581136,-149.46079
AK,Whale Pass city,Prince of Wales-Hyder Census Area,86,56.082115,-133.067469
AK,White Mountain city,Nome Census Area,177,64.682359,-163.412753
AK,Whittier city,Chugach Census Area,263,60.777318,-148.663713
AK,Wrangell city and borough,Wrangell City and Borough,2064,56.180779,-132.026788
AL,Abbeville city,Henry County,2377,31.564706,-85.259121
AL,Adamsville city,Jefferson County,4172,33.602315,-86.971527
AL,Addison town,Winston County,667,34.202681,-87.178004
AL,Akron town,Hale County,224,32.879066,-87.740899
AL,Alabaster city,Shelby County,34107,33.214355,-86.82308
AL,Albertville city,Marshall County,23031,34.26313,-86.21066
AL,Alexander City city,Tallapoosa County,14470,32.916719,-85.940589
AL,Aliceville city,Pickens County,2055,33.123706,-88.159344
AL,Allgood town,Blount County,556,33.907623,-86.516109
AL,Altoona town,Etowah County,950,34.040014,-86.305179
AL,Andalusia city,Covington County,8840,31.309436,-86.478031
AL,Anderson town,Lauderdale County,255,34.915675,-87.274274
AL,Anniston city,Calhoun County,21167,33.673469,-85.810891
AL,Arab city,Marshall County,8830,34.332387,-86.501167
AL,Ardmore town,Limestone County,1421,34.987838,-86.829022
AL,Argo town,St. Clair County,4386,33.691018,-86.505281
AL,Ariton town,Dale County,662,31.597772,-85.713061
AL,Arley town,Winston County,329,34.076234,-87.217831
AL,Ashford town,Houston County,2329,31.185284,-85.236236
AL,Ashland town,Clay County,1942,33.269892,-85.833706
AL,Ashville city,St. Clair County,2402,33.835197,-86.270015
AL,Athens city,Limestone County,30904,34.779021,-86.950799
AL,Atmore city,Escambia County,8315,31.124067,-87.457798
AL,Attalla city,Etowah County,5818,33.986189,-86.121037
AL,Auburn city,Lee County,82025,32.607806,-85.494746
AL,Autaugaville town,Autauga County,804,32.432563,-86.658752
AL,Avon town,Houston County,473,31.179727,-85.279211
AL,Babbie town,Covington County,640,31.302083,-86.319437
AL,Baileyton town,Cullman County,683,34.260858,-86.608788
AL,Bakerhill town,Barbour County,209,31.776923,-85.295408
AL,Banks town,Pike County,155,31.813264,-85.836434
AL,Bay Minette city,Baldwin County,8371,30.894436,-87.791306
AL,Bayou La Batre city,Mobile County,2155,30.407586,-88.263271
AL,Bear Creek town,Marion County,1056,34.255481,-87.713399
AL,Beatrice town,Monroe County,200,31.733309,-87.209046
AL,Beaverton town,Lamar County,185,33.935411,-88.021778
AL,Belk town,Fayette County,187,33.651641,-87.92861
AL,Benton town,Lowndes County,38,32.307931,-86.817546
AL,Berlin town,Cullman County,524,34.185005,-86.748955
AL,Berry town,Fayette County,1190,33.666702,-87.609311
AL,Bessemer city,Jefferson County,25037,33.370858,-86.971522
AL,Billingsley town,Autauga County,124,32.664711,-86.706713
AL,Birmingham city,Jefferson County,196644,33.527174,-86.797036
AL,Black town,Geneva County,233,31.00977,-85.74442
AL,Blountsville town,Blount County,1818,34.075838,-86.583918
AL,Blue Springs town,Barbour County,79,31.663516,-85.503526
AL,Boaz city,Marshall County,10369,34.19902,-86.155151
AL,Boligee town,Greene County,281,32.768081,-88.02859
AL,Bon Air town,Talladega County,167,33.25937,-86.327148
AL,Brantley town,Crenshaw County,803,31.581992,-86.256784
AL,Brent city,Bibb County,2659,32.944893,-87.172088
AL,Brewton city,Escambia County,5167,31.109175,-87.076583
AL,Bridgeport city,Jackson County,2262,34.949312,-85.723765
AL,Brighton city,Jefferson County,2237,33.439551,-86.945404
AL,Brilliant town,Marion County,830,34.025671,-87.769047
AL,Brookside town,Jefferson County,1200,33.634617,-86.906314
AL,Brookwood town,Tuscaloosa County,2440,33.239842,-87.331488
AL,Brundidge city,Pike County,2028,31.717639,-85.81755
AL,Butler town,Choctaw County,1767,32.096479,-88.210781
AL,Calera city,Shelby County,18189,33.122319,-86.745644
AL,Camden city,Wilcox County,1710,31.998493,-87.28895
AL,Camp Hill town,Tallapoosa County,965,32.797327,-85.655833
AL,Carbon Hill city,Walker County,1731,33.894991,-87.522078
AL,Cardiff town,Jefferson County,52,33.64729,-86.930637
AL,Carolina town,Covington County,289,31.23415,-86.521001
AL,Carrollton town,Pickens County,978,33.261903,-88.095071
AL,Castleberry town,Conecuh County,468,31.299678,-87.029129
AL,Cedar Bluff town,Cherokee County,1899,34.221422,-85.588565
AL,Center Point city,Jefferson County,15705,33.643903,-86.684567
AL,Centre city,Cherokee County,3782,34.153059,-85.671683
AL,Centreville city,Bibb County,2701,32.958967,-87.132043
AL,Chatom town,Washington County,1068,31.469145,-88.246019
AL,Chelsea city,Shelby County,16771,33.309007,-86.635139
AL,Cherokee town,Colbert County,966,34.7577,-87.965589
AL,Chickasaw city,Mobile County,6283,30.77145,-88.079697
AL,Childersburg city,Talladega County,4637,33.292549,-86.340844
AL,Citronelle city,Mobile County,3910,31.097269,-88.249843
AL,Clanton city,Chilton County,9123,32.845572,-86.619494
AL,Clay city,Jefferson County,10221,33.696583,-86.608182
AL,Clayhatchee town,Dale County,481,31.236925,-85.721478
AL,Clayton town,Barbour County,2212,31.882277,-85.460454
AL,Cleveland town,Blount County,1252,34.002179,-86.561352
AL,Clio city,Barbour County,1200,31.708516,-85.611039
AL,Coaling town,Tuscaloosa County,1986,33.169901,-87.349887
AL,Coffee Springs town,Geneva County,210,31.165836,-85.910898
AL,Coffeeville town,Clarke County,250,31.766564,-88.086049
AL,Coker town,Tuscaloosa County,880,33.243752,-87.681329
AL,Collinsville town,DeKalb County,2064,34.267224,-85.86861
AL,Colony town,Cullman County,275,33.941393,-86.902001
AL,Columbia town,Houston County,700,31.295351,-85.110202
AL,Columbiana city,Shelby County,4812,33.191452,-86.615618
AL,Coosada town,Elmore County,1265,32.495394,-86.326543
AL,Cordova city,Walker County,1672,33.761788,-87.199416
AL,Cottonwood town,Houston County,1086,31.054033,-85.29956
AL,County Line town,Blount County,318,33.818902,-86.714706
AL,Courtland town,Lawrence County,588,34.669946,-87.327892
AL,Cowarts town,Houston County,2000,31.206248,-85.309769
AL,Creola city,Mobile County,1967,30.874249,-88.009536
AL,Crossville town,DeKalb County,1838,34.282697,-85.999737
AL,Cuba town,Sumter County,284,32.440733,-88.374798
AL,Cullman city,Cullman County,19913,34.17687,-86.840656
AL,Cusseta town,Chambers County,149,32.787637,-85.305769
AL,Dadeville city,Tallapoosa County,2960,32.826114,-85.776201
AL,Daleville city,Dale County,4926,31.291534,-85.711711
AL,Daphne city,Baldwin County,30321,30.626072,-87.881783
AL,Dauphin Island town,Mobile County,1895,30.250913,-88.171268
AL,Daviston town,Tallapoosa County,176,33.056839,-85.634329
AL,Dayton town,Marengo County,27,32.350958,-87.641573
AL,Deatsville town,Elmore County,1723,32.589044,-86.389059
AL,Decatur city,Morgan County,58321,34.572995,-86.989901
AL,Demopolis city,Marengo County,6833,32.499744,-87.826678
AL,Detroit town,Lamar County,225,34.027379,-88.167831
AL,Dodge City town,Cullman County,564,34.043275,-86.885524
AL,Dora city,Walker County,2255,33.728116,-87.081292
AL,Dothan city,Houston County,71258,31.233698,-85.406823
AL,Double Springs town,Winston County,1114,34.149648,-87.389447
AL,Douglas town,Marshall County,782,34.168258,-86.323386
AL,Dozier town,Crenshaw County,285,31.505407,-86.369235
AL,Dutton town,Jackson County,339,34.606152,-85.91185
AL,East Brewton city,Escambia County,2252,31.09144,-87.055345
AL,Eclectic town,Elmore County,1209,32.640222,-86.041062
AL,Edwardsville town,Cleburne County,212,33.88374,-85.414124
AL,Elba city,Coffee County,3522,31.417218,-86.077115
AL,Elberta town,Baldwin County,2109,30.373753,-87.595729
AL,Eldridge town,Walker County,137,33.923053,-87.622869
AL,Elkmont town,Limestone County,436,34.932604,-86.976971
AL,Elmore town,Elmore County,1394,32.556606,-86.341025
AL,Emelle town,Sumter County,24,32.728678,-88.316486
AL,Enterprise city,Coffee County,30271,31.326898,-85.844021
AL,Epes town,Sumter County,262,32.695049,-88.141963
AL,Ethelsville town,Pickens County,50,33.414066,-88.216093
AL,Eufaula city,Barbour County,12451,31.909937,-85.152709
AL,Eutaw town,Greene County,2761,32.846247,-87.900332
AL,Eva town,Morgan County,589,34.326504,-86.765318
AL,Evergreen city,Conecuh County,3359,31.433216,-86.976081
AL,Excel town,Monroe County,531,31.426386,-87.343663
AL,Fairfield city,Jefferson County,9582,33.474802,-86.919407
AL,Fairhope city,Baldwin County,24974,30.52092,-87.879122
AL,Fairview town,Cullman County,537,34.250195,-86.677724
AL,Falkville town,Morgan County,1195,34.377019,-86.909547
AL,Faunsdale town,Marengo County,84,32.457614,-87.593789
AL,Fayette city,Fayette County,4128,33.694215,-87.831169
AL,Five Points town,Chambers County,117,33.017311,-85.351592
AL,Flomaton town,Escambia County,1452,31.014816,-87.256016
AL,Florala town,Covington County,1934,31.022391,-86.318152
AL,Florence city,Lauderdale County,42437,34.830323,-87.666139
AL,Foley city,Baldwin County,24873,30.397009,-87.664211
AL,Forkland town,Greene County,424,32.647435,-87.867436
AL,Fort Deposit town,Lowndes County,1153,31.986261,-86.566359
AL,Fort Payne city,DeKalb County,14957,34.457329,-85.689447
AL,Franklin town,Macon County,567,32.452693,-85.78541
AL,Frisco City town,Monroe County,1124,31.439485,-87.404182
AL,Fruithurst town,Cleburne County,248,33.729539,-85.431249
AL,Fulton town,Clarke County,216,31.790989,-87.744212
AL,Fultondale city,Jefferson County,9617,33.617363,-86.801436
AL,Fyffe town,DeKalb County,982,34.448957,-85.905167
AL,Gadsden city,Etowah County,33229,34.006597,-86.016078
AL,Gainesville town,Sumter County,164,32.814934,-88.160791
AL,Gantt town,Covington County,202,31.41074,-86.483524
AL,Garden City town,Cullman County,541,34.014688,-86.749054
AL,Gardendale city,Jefferson County,16096,33.676587,-86.809844
AL,Gaylesville town,Cherokee County,174,34.267444,-85.561248
AL,Geiger town,Sumter County,154,32.868715,-88.318154
AL,Geneva city,Geneva County,4217,31.044886,-85.876818
AL,Georgiana town,Butler County,1273,31.639134,-86.746762
AL,Geraldine town,DeKalb County,913,34.359087,-86.002579
AL,Gilbertown town,Choctaw County,714,31.866247,-88.307545
AL,Glen Allen town,Fayette County,422,33.892108,-87.732682
AL,Glencoe city,Etowah County,5404,33.948339,-85.933606
AL,Glenwood town,Crenshaw County,151,31.671266,-86.173687
AL,Goldville town,Tallapoosa County,56,33.084867,-85.777982
AL,Good Hope city,Cullman County,2615,34.110689,-86.867104
AL,Goodwater town,Coosa County,1257,33.060713,-86.052486
AL,Gordo town,Pickens County,1578,33.322286,-87.903681
AL,Gordon town,Houston County,297,31.143606,-85.092504
AL,Gordonville town,Lowndes County,232,32.159179,-86.704235
AL,Goshen town,Pike County,266,31.720015,-86.123245
AL,Grant town,Marshall County,1057,34.518173,-86.26043
AL,Graysville city,Jefferson County,1860,33.633756,-86.941398
AL,Greensboro city,Hale County,2163,32.700968,-87.5937
AL,Greenville city,Butler County,7030,31.843072,-86.636951
AL,Grimes town,Dale County,585,31.299869,-85.45029
AL,Grove Hill town,Clarke County,1742,31.69867,-87.772868
AL,Gu-Win town,Marion County,143,33.94433,-87.870376
AL,Guin city,Marion County,2147,33.98322,-87.902363
AL,Gulf Shores city,Baldwin County,16850,30.275837,-87.701258
AL,Guntersville city,Marshall County,9028,34.367947,-86.252323
AL,Gurley town,Madison County,850,34.701364,-86.380271
AL,Hackleburg town,Marion County,1438,34.269355,-87.830402
AL,Haleburg town,Henry County,116,31.409976,-85.138068
AL,Haleyville city,Winston County,4301,34.233832,-87.617574
AL,Hamilton city,Marion County,6952,34.138713,-87.970833
AL,Hammondville town,DeKalb County,423,34.566232,-85.640348
AL,Hanceville city,Cullman County,3324,34.06401,-86.764436
AL,Harpersville town,Shelby County,1817,33.317725,-86.428431
AL,Hartford city,Geneva County,2726,31.105348,-85.691225
AL,Hartselle city,Morgan County,15875,34.440434,-86.940364
AL,Hayden town,Blount County,1355,33.894514,-86.744224
AL,Hayneville town,Lowndes County,777,32.182595,-86.578588
AL,Headland city,Henry County,5333,31.354974,-85.357031
AL,Heath town,Covington County,241,31.344839,-86.46905
AL,Heflin city,Cleburne County,3507,33.6474,-85.569339
AL,Helena city,Shelby County,22117,33.283424,-86.879177
AL,Henagar city,DeKalb County,2305,34.630641,-85.730918
AL,Highland Lake town,Blount County,424,33.894586,-86.422553
AL,Hillsboro town,Lawrence County,406,34.642586,-87.178489
AL,Hobson City town,Calhoun County,744,33.618801,-85.846146
AL,Hodges town,Franklin County,262,34.334246,-87.92316
AL,Hokes Bluff city,Etowah County,4648,33.989682,-85.862873
AL,Holly Pond town,Cullman County,860,34.167686,-86.612067
AL,Hollywood town,Jackson County,928,34.717279,-85.965579
AL,Homewood city,Jefferson County,27758,33.45855,-86.80965
AL,Hoover city,Jefferson County,92448,33.37903,-86.808905
AL,Horn Hill town,Covington County,208,31.238137,-86.325163
AL,Hueytown city,Jefferson County,16202,33.408604,-87.016565
AL,Huntsville city,Madison County,225564,34.69772,-86.67667
AL,Hurtsboro town,Russell County,340,32.24009,-85.41467
AL,Hytop town,Jackson County,448,34.896635,-86.089176
AL,Ider town,DeKalb County,735,34.702599,-85.668958
AL,Indian Springs Village city,Shelby County,2492,33.361209,-86.746856
AL,Irondale city,Jefferson County,13526,33.539914,-86.659082
AL,Jackson city,Clarke County,4525,31.532321,-87.891183
AL,Jacksons' Gap town,Tallapoosa County,751,32.884019,-85.815046
AL,Jacksonville city,Calhoun County,14682,33.810066,-85.755217
AL,Jasper city,Walker County,14448,33.85111,-87.268348
AL,Jemison city,Chilton County,2941,32.970705,-86.73307
AL,Kansas town,Walker County,176,33.902808,-87.556598
AL,Kellyton town,Coosa County,124,32.979188,-86.034608
AL,Kennedy town,Lamar County,427,33.580722,-87.9855
AL,Killen town,Lauderdale County,1035,34.860954,-87.529346
AL,Kimberly city,Jefferson County,4463,33.776989,-86.800211
AL,Kinsey town,Houston County,2263,31.296269,-85.334994
AL,Kinston town,Coffee County,595,31.219604,-86.170075
AL,La Fayette city,Chambers County,2625,32.899427,-85.400795
AL,Lake View town,Tuscaloosa County,3794,33.288266,-87.132653
AL,Lakeview town,DeKalb County,163,34.391675,-85.975573
AL,Lanett city,Chambers County,6751,32.858649,-85.207788
AL,Langston town,Jackson County,270,34.545063,-86.09335
AL,Leeds city,Jefferson County,12416,33.546847,-86.571448
AL,Leesburg town,Cherokee County,985,34.178627,-85.777897
AL,Leighton town,Colbert County,653,34.69368,-87.524282
AL,Lester town,Limestone County,119,34.982751,-87.155534
AL,Level Plains town,Dale County,1831,31.307125,-85.768722
AL,Lexington town,Lauderdale County,735,34.959351,-87.37283
AL,Libertyville town,Covington County,108,31.24005,-86.456955
AL,Lincoln city,Talladega County,7514,33.580169,-86.127876
AL,Linden city,Marengo County,1848,32.30136,-87.792583
AL,Lineville city,Clay County,2484,33.312832,-85.752278
AL,Lipscomb city,Jefferson County,2006,33.426005,-86.926103
AL,Lisman town,Choctaw County,415,32.171729,-88.284092
AL,Littleville town,Colbert County,1045,34.595121,-87.670729
AL,Livingston city,Sumter County,3152,32.595549,-88.186929
AL,Loachapoka town,Lee County,162,32.607946,-85.598479
AL,Lockhart town,Covington County,446,31.013011,-86.350273
AL,Locust Fork town,Blount County,1233,33.876794,-86.647093
AL,Louisville town,Barbour County,390,31.781047,-85.558336
AL,Lowndesboro town,Lowndes County,78,32.276422,-86.610848
AL,Loxley town,Baldwin County,4623,30.684588,-87.739213
AL,Luverne city,Crenshaw County,2688,31.718941,-86.269082
AL,Lynn town,Winston County,618,34.057591,-87.548643
AL,Madison city,Madison County,60854,34.710533,-86.76228
AL,Madrid town,Houston County,262,31.035635,-85.399205
AL,Magnolia Springs town,Baldwin County,844,30.40341,-87.775895
AL,Malvern town,Geneva County,1567,31.143698,-85.522973
AL,Maplesville town,Chilton County,651,32.784391,-86.879694
AL,Margaret town,St. Clair County,6236,33.672861,-86.463942
AL,Marion city,Perry County,2734,32.631968,-87.317333
AL,Maytown town,Jefferson County,312,33.549954,-87.000043
AL,McIntosh town,Washington County,197,31.264957,-88.028369
AL,McKenzie town,Butler County,494,31.54647,-86.725954
AL,McMullen town,Pickens County,29,33.1481,-88.175749
AL,Memphis town,Pickens County,25,33.137044,-88.305942
AL,Mentone town,DeKalb County,325,34.563209,-85.589704
AL,Midfield city,Jefferson County,4960,33.455272,-86.922414
AL,Midland City town,Dale County,2296,31.315675,-85.493674
AL,Midway town,Bullock County,404,32.076373,-85.524417
AL,Millbrook city,Elmore County,17367,32.501474,-86.373914
AL,Millport town,Lamar County,973,33.555935,-88.082382
AL,Millry town,Washington County,438,31.621199,-88.327956
AL,Mobile city,Mobile County,182595,30.668426,-88.100226
AL,Monroeville city,Monroe County,5734,31.516223,-87.327714
AL,Montevallo city,Shelby County,7708,33.126053,-86.847702
AL,Montgomery city,Montgomery County,195287,32.348503,-86.267307
AL,Moody city,St. Clair County,13595,33.603429,-86.493786
AL,Mooresville town,Limestone County,48,34.625883,-86.880025
AL,Morris town,Jefferson County,2249,33.746223,-86.800755
AL,Mosses town,Lowndes County,789,32.188758,-86.679435
AL,Moulton city,Lawrence County,3426,34.488302,-87.282707
AL,Moundville town,Hale County,3516,32.996542,-87.627545
AL,Mount Vernon town,Mobile County,1376,31.087727,-88.013166
AL,Mountain Brook city,Jefferson County,21737,33.491488,-86.73447
AL,Mulga town,Jefferson County,766,33.556313,-86.972304
AL,Munford town,Talladega County,1343,33.527644,-85.953809
AL,Muscle Shoals city,Colbert County,17210,34.742657,-87.633767
AL,Myrtlewood town,Marengo County,69,32.252088,-87.949261
AL,Napier Field town,Dale County,415,31.314925,-85.454929
AL,Natural Bridge town,Winston County,35,34.090354,-87.601409
AL,Nauvoo town,Walker County,185,33.984386,-87.48544
AL,Nectar town,Blount County,386,33.979779,-86.620614
